task_id,deadline_days,effort,impact,workload,priority_score,priority_label
46973,24,9,6,4,2.45,Medium
46974,13,19,4,4,0.507692308,Low
46975,21,2,9,3,5.528571429,High
46976,12,1,6,3,5.3,High
46977,9,19,2,3,0.533333333,Low
46978,22,14,5,2,1.063636364,Low
46979,9,7,6,3,4.933333333,Medium
46980,18,18,7,3,1.566666667,Low
46981,10,15,8,9,4,Medium
46982,23,19,9,9,2.004347826,Medium
46983,28,1,5,6,3.371428571,Medium
46984,29,12,1,8,-0.865517241,Low
46985,9,12,3,6,2.433333333,Medium
46986,3,4,3,6,10.7,High
46987,6,15,7,7,5.5,High
46988,16,14,1,8,-0.425,Low
46989,5,5,3,6,6.5,High
46990,9,15,6,7,3.333333333,Medium
46991,20,3,7,4,4.4,Medium
46992,23,10,6,1,2.304347826,Medium
46993,13,10,3,4,1.807692308,Low
46994,18,19,8,3,1.866666667,Low
46995,8,15,5,9,3.25,Medium
46996,27,12,6,6,1.711111111,Low
46997,28,2,7,2,4.171428571,Medium
46998,9,8,9,9,6.233333333,High
46999,15,10,5,6,2.5,Medium
47000,14,2,9,8,6.242857143,High
47001,19,3,2,8,1.978947368,Low
47002,20,18,5,9,0.4,Low
47003,4,6,6,9,9.3,High
47004,18,19,9,9,2.366666667,Medium
47005,6,15,8,7,6,High
47006,23,2,3,1,2.404347826,Medium
47007,9,5,3,5,3.833333333,Medium
47008,27,8,8,1,3.511111111,Medium
47009,18,15,3,6,0.166666667,Low
47010,17,2,4,7,3.364705882,Medium
47011,6,2,9,8,9.1,High
47012,2,7,1,6,14.1,High
47013,13,16,3,2,0.607692308,Low
47014,18,13,6,8,2.066666667,Medium
47015,19,8,8,3,3.978947368,Medium
47016,16,9,7,8,3.575,Medium
47017,13,13,6,3,2.707692308,Medium
47018,6,11,4,8,4.8,Medium
47019,2,10,9,4,17.5,High
47020,24,4,1,6,0.95,Low
47021,13,6,8,8,5.107692308,High
47022,25,4,8,9,4.4,Medium
47023,6,11,8,4,6.8,High
47024,14,9,8,8,4.342857143,Medium
47025,8,18,5,1,2.65,Medium
47026,3,6,5,7,11.3,High
47027,1,6,2,1,29.8,
47028,19,3,4,6,2.978947368,Medium
47029,19,5,3,2,2.078947368,Medium
47030,4,6,5,1,8.8,High
47031,4,9,8,1,9.7,High
47032,19,4,3,6,2.278947368,Medium
47033,29,2,9,2,5.134482759,High
47034,20,6,8,1,4.3,Medium
47035,15,6,5,8,3.3,Medium
47036,19,8,3,1,1.478947368,Low
47037,19,17,7,8,1.678947368,Low
47038,23,17,6,4,0.904347826,Low
47039,3,4,1,3,9.7,High
47040,8,1,6,6,6.55,High
47041,11,12,7,6,3.827272727,Medium
47042,6,7,5,3,6.1,High
47043,24,10,7,8,2.75,Medium
47044,19,4,6,6,3.778947368,Medium
47045,21,13,3,9,0.328571429,Low
47046,8,6,8,1,6.55,High
47047,10,19,1,2,-0.3,Low
47048,7,13,2,8,2.685714286,Medium
47049,13,2,3,3,3.407692308,Medium
47050,28,2,6,9,3.671428571,Medium
47051,11,15,5,3,2.227272727,Medium
47052,12,9,7,9,4.2,Medium
47053,26,14,5,5,0.853846154,Low
47054,9,5,5,5,4.833333333,Medium
47055,26,2,7,6,4.253846154,Medium
47056,9,19,2,8,0.533333333,Low
47057,7,18,4,3,2.685714286,Medium
47058,10,12,8,2,4.6,Medium
47059,13,5,8,6,5.307692308,High
47060,3,6,7,9,12.3,High
47061,14,3,9,5,6.042857143,High
47062,17,13,6,2,2.164705882,Medium
47063,26,19,6,3,0.353846154,Low
47064,11,7,7,6,4.827272727,Medium
47065,25,17,6,5,0.8,Low
47066,17,10,8,1,3.764705882,Medium
47067,2,2,9,9,19.1,High
47068,6,7,1,9,4.1,Medium
47069,19,11,8,8,3.378947368,Medium
47070,12,16,6,5,2.3,Medium
47071,21,12,1,2,-0.471428571,Low
47072,27,10,3,8,0.611111111,Low
47073,9,19,4,9,1.533333333,Low
47074,4,15,6,4,7.5,High
47075,17,3,6,9,4.164705882,Medium
47076,6,15,4,3,4,Medium
47077,19,3,2,4,1.978947368,Low
47078,2,1,9,3,19.3,High
47079,2,14,2,9,13.2,High
47080,22,11,6,7,2.163636364,Medium
47081,11,4,5,4,4.427272727,Medium
47082,9,18,5,6,2.233333333,Medium
47083,28,8,7,6,2.971428571,Medium
47084,16,19,8,8,2.075,Medium
47085,25,11,9,2,3.5,Medium
47086,28,17,6,6,0.671428571,Low
47087,2,17,2,8,12.6,High
47088,14,6,2,9,1.942857143,Low
47089,11,1,4,5,4.527272727,Medium
47090,6,15,3,9,3.5,Medium
47091,8,18,3,1,1.65,Low
47092,6,5,9,2,8.5,High
47093,24,1,8,6,5.05,High
47094,13,8,6,3,3.707692308,Medium
47095,27,19,6,9,0.311111111,Low
47096,9,5,7,4,5.833333333,High
47097,19,8,4,6,1.978947368,Low
47098,29,19,9,6,1.734482759,Low
47099,27,4,4,2,2.311111111,Medium
47100,23,18,4,1,-0.295652174,Low
47101,5,4,8,1,9.2,High
47102,24,14,2,6,-0.55,Low
47103,19,8,1,2,0.478947368,Low
47104,29,14,9,9,2.734482759,Medium
47105,28,4,5,4,2.771428571,Medium
47106,6,19,5,9,3.7,Medium
47107,2,19,8,3,15.2,High
47108,5,19,2,8,3.2,Medium
47109,3,12,8,4,11.6,High
47110,14,4,1,7,1.842857143,Low
47111,19,17,5,8,0.678947368,Low
47112,10,5,6,3,5,Medium
47113,7,13,7,1,5.185714286,High
47114,5,13,3,2,4.9,Medium
47115,26,4,5,1,2.853846154,Medium
47116,26,13,5,1,1.053846154,Low
47117,22,11,3,1,0.663636364,Low
47118,29,3,4,8,2.434482759,Medium
47119,6,6,6,1,6.8,High
47120,28,16,3,9,-0.628571429,Low
47121,26,8,7,4,3.053846154,Medium
47122,28,9,9,9,3.771428571,Medium
47123,3,12,6,9,10.6,High
47124,22,2,1,3,1.463636364,Low
47125,28,12,6,3,1.671428571,Low
47126,1,15,8,5,31,
47127,27,2,4,5,2.711111111,Medium
47128,7,11,4,4,4.085714286,Medium
47129,15,7,6,2,3.6,Medium
47130,20,5,5,2,3,Medium
47131,27,3,6,2,3.511111111,Medium
47132,11,15,6,7,2.727272727,Medium
47133,1,2,8,3,33.6,
47134,27,6,1,4,0.411111111,Low
47135,23,19,1,2,-1.995652174,Low
47136,19,17,6,7,1.178947368,Low
47137,12,4,1,1,2.2,Medium
47138,18,3,2,8,2.066666667,Medium
47139,26,5,7,2,3.653846154,Medium
47140,25,17,5,2,0.3,Low
47141,15,8,8,7,4.4,Medium
47142,5,4,6,7,8.2,High
47143,20,3,1,1,1.4,Low
47144,20,17,6,1,1.1,Low
47145,25,12,9,9,3.3,Medium
47146,5,9,9,6,8.7,High
47147,11,9,9,8,5.427272727,High
47148,13,15,4,6,1.307692308,Low
47149,20,8,6,6,2.9,Medium
47150,9,16,4,3,2.133333333,Medium
47151,14,3,9,7,6.042857143,High
47152,3,3,6,9,12.4,High
47153,5,6,8,8,8.8,High
47154,14,7,8,7,4.742857143,Medium
47155,12,7,8,4,5.1,High
47156,9,13,2,6,1.733333333,Low
47157,12,19,8,1,2.7,Medium
47158,19,3,7,5,4.478947368,Medium
47159,23,14,9,2,3.004347826,Medium
47160,7,6,1,6,3.585714286,Medium
47161,6,5,5,1,6.5,High
47162,26,15,5,7,0.653846154,Low
47163,2,7,7,9,17.1,High
47164,2,9,8,5,17.2,High
47165,1,4,3,1,30.7,
47166,21,15,1,8,-1.071428571,Low
47167,29,19,6,8,0.234482759,Low
47168,20,4,6,7,3.7,Medium
47169,12,3,4,1,3.9,Medium
47170,29,19,3,3,-1.265517241,Low
47171,10,16,4,7,1.8,Low
47172,8,16,4,1,2.55,Medium
47173,16,8,9,6,4.775,Medium
47174,3,9,5,7,10.7,High
47175,2,9,1,4,13.7,High
47176,17,7,6,4,3.364705882,Medium
47177,16,14,9,1,3.575,Medium
47178,14,10,1,2,0.642857143,Low
47179,1,8,3,5,29.9,
47180,1,9,3,1,29.7,
47181,9,4,3,6,4.033333333,Medium
47182,5,12,3,6,5.1,High
47183,12,17,5,9,1.6,Low
47184,14,2,2,8,2.742857143,Medium
47185,3,10,7,1,11.5,High
47186,4,16,6,1,7.3,High
47187,22,15,7,6,1.863636364,Low
47188,15,4,9,5,5.7,High
47189,2,4,8,7,18.2,High
47190,20,19,7,8,1.2,Low
47191,22,16,1,4,-1.336363636,Low
47192,8,10,7,8,5.25,High
47193,6,5,2,6,5,Medium
47194,28,7,3,9,1.171428571,Low
47195,6,13,2,3,3.4,Medium
47196,8,8,4,8,4.15,Medium
47197,20,12,8,8,3.1,Medium
47198,17,3,1,4,1.664705882,Low
47199,11,11,4,1,2.527272727,Medium
47200,28,12,9,9,3.171428571,Medium
47201,13,7,8,9,4.907692308,Medium
47202,7,4,4,4,5.485714286,High
47203,1,7,3,9,30.1,
47204,11,5,8,8,5.727272727,High
47205,25,14,7,3,1.9,Low
47206,24,6,6,2,3.05,Medium
47207,21,15,8,3,2.428571429,Medium
47208,18,8,9,2,4.566666667,Medium
47209,4,8,6,5,8.9,High
47210,2,7,8,1,17.6,High
47211,12,12,3,6,1.6,Low
47212,28,14,6,6,1.271428571,Low
47213,4,7,9,8,10.6,High
47214,8,17,2,8,1.35,Low
47215,5,7,3,2,6.1,High
47216,17,10,4,3,1.764705882,Low
47217,5,17,3,7,4.1,Medium
47218,13,3,7,6,5.207692308,High
47219,14,4,6,2,4.342857143,Medium
47220,14,4,3,2,2.842857143,Medium
47221,4,5,6,2,9.5,High
47222,21,19,3,9,-0.871428571,Low
47223,4,15,4,6,6.5,High
47224,23,1,9,3,5.604347826,High
47225,7,8,4,1,4.685714286,Medium
47226,25,8,2,1,0.6,Low
47227,23,12,1,8,-0.595652174,Low
47228,24,2,5,3,3.35,Medium
47229,2,15,2,7,13,High
47230,3,19,7,4,9.7,High
47231,18,12,5,8,1.766666667,Low
47232,26,7,4,4,1.753846154,Low
47233,23,18,4,6,-0.295652174,Low
47234,27,8,8,1,3.511111111,Medium
47235,13,3,7,4,5.207692308,High
47236,27,16,7,2,1.411111111,Low
47237,3,17,5,1,9.1,High
47238,29,14,8,4,2.234482759,Medium
47239,12,12,7,9,3.6,Medium
47240,21,13,9,7,3.328571429,Medium
47241,3,6,3,9,10.3,High
47242,23,5,4,9,2.304347826,Medium
47243,21,15,9,9,2.928571429,Medium
47244,22,4,4,4,2.563636364,Medium
47245,8,14,5,4,3.45,Medium
47246,6,12,3,3,4.1,Medium
47247,22,7,1,4,0.463636364,Low
47248,22,7,5,6,2.463636364,Medium
47249,22,8,9,1,4.263636364,Medium
47250,18,10,7,8,3.166666667,Medium
47251,27,11,5,1,1.411111111,Low
47252,13,16,2,4,0.107692308,Low
47253,11,11,7,4,4.027272727,Medium
47254,10,9,9,6,5.7,High
47255,2,7,2,1,14.6,High
47256,22,17,7,1,1.463636364,Low
47257,24,19,6,8,0.45,Low
47258,20,19,1,7,-1.8,Low
47259,8,19,4,8,1.95,Low
47260,6,3,2,9,5.4,High
47261,17,16,9,4,3.064705882,Medium
47262,22,17,8,4,1.963636364,Low
47263,17,3,1,4,1.664705882,Low
47264,15,12,3,5,1.1,Low
47265,20,8,6,9,2.9,Medium
47266,18,15,7,9,2.166666667,Medium
47267,13,10,9,6,4.807692308,Medium
47268,11,10,4,4,2.727272727,Medium
47269,28,19,9,6,1.771428571,Low
47270,27,15,9,4,2.611111111,Medium
47271,13,6,8,5,5.107692308,High
47272,14,8,2,2,1.542857143,Low
47273,3,4,6,5,12.2,High
47274,24,5,2,1,1.25,Low
47275,20,1,2,2,2.3,Medium
47276,9,12,5,3,3.433333333,Medium
47277,6,14,6,9,5.2,High
47278,17,13,5,7,1.664705882,Low
47279,20,14,3,3,0.2,Low
47280,26,8,5,8,2.053846154,Medium
47281,1,8,2,9,29.4,
47282,10,7,7,9,5.1,High
47283,29,3,7,1,3.934482759,Medium
47284,27,14,7,5,1.811111111,Low
47285,10,5,7,5,5.5,High
47286,24,8,3,2,1.15,Low
47287,18,5,2,8,1.666666667,Low
47288,28,18,5,5,-0.028571429,Low
47289,8,11,7,3,5.05,High
47290,2,10,7,4,16.5,High
47291,21,14,9,5,3.128571429,Medium
47292,25,19,5,1,-0.1,Low
47293,8,3,9,4,7.65,High
47294,16,3,3,7,2.775,Medium
47295,18,11,7,2,2.966666667,Medium
47296,13,16,6,3,2.107692308,Medium
47297,26,16,3,9,-0.546153846,Low
47298,26,6,1,9,0.453846154,Low
47299,3,11,6,3,10.8,High
47300,23,7,2,2,0.904347826,Low
47301,17,1,4,3,3.564705882,Medium
47302,4,3,2,8,7.9,High
47303,10,4,7,2,5.7,High
47304,22,13,6,7,1.763636364,Low
47305,22,12,6,6,1.963636364,Low
47306,15,2,5,3,4.1,Medium
47307,11,11,2,1,1.527272727,Low
47308,16,9,5,5,2.575,Medium
47309,7,8,9,2,7.185714286,High
47310,7,15,2,4,2.285714286,Medium
47311,15,18,6,6,1.4,Low
47312,11,1,6,8,5.527272727,High
47313,12,6,8,7,5.3,High
47314,18,13,2,1,0.066666667,Low
47315,11,1,8,6,6.527272727,High
47316,8,18,1,3,0.65,Low
47317,11,19,6,4,1.927272727,Low
47318,16,4,7,5,4.575,Medium
47319,4,9,9,9,10.2,High
47320,10,7,2,1,2.6,Medium
47321,21,5,5,3,2.928571429,Medium
47322,15,5,9,7,5.5,High
47323,17,13,8,5,3.164705882,Medium
47324,11,19,8,4,2.927272727,Medium
47325,20,13,3,7,0.4,Low
47326,20,12,1,3,-0.4,Low
47327,29,9,4,2,1.234482759,Low
47328,4,9,4,4,7.7,High
47329,16,9,3,3,1.575,Low
47330,13,16,5,3,1.607692308,Low
47331,21,14,3,3,0.128571429,Low
47332,6,5,9,8,8.5,High
47333,29,9,6,9,2.234482759,Medium
47334,5,1,2,1,6.8,High
47335,24,1,8,7,5.05,High
47336,29,9,3,8,0.734482759,Low
47337,21,19,5,1,0.128571429,Low
47338,3,2,9,9,14.1,High
47339,22,13,8,3,2.763636364,Medium
47340,4,7,1,4,6.6,High
47341,26,4,2,4,1.353846154,Low
47342,6,19,8,9,5.2,High
47343,14,14,4,6,1.342857143,Low
47344,23,9,9,9,4.004347826,Medium
47345,12,1,2,5,3.3,Medium
47346,4,17,5,5,6.6,High
47347,6,13,9,8,6.9,High
47348,7,16,6,3,4.085714286,Medium
47349,1,8,4,4,30.4,
47350,25,13,3,3,0.1,Low
47351,1,6,8,8,32.8,
47352,18,15,8,7,2.666666667,Medium
47353,2,10,6,6,16,High
47354,20,2,5,8,3.6,Medium
47355,10,3,2,2,3.4,Medium
47356,5,3,8,9,9.4,High
47357,19,5,1,4,1.078947368,Low
47358,18,18,3,3,-0.433333333,Low
47359,25,16,9,7,2.5,Medium
47360,2,11,3,1,14.3,High
47361,18,6,4,6,2.466666667,Medium
47362,15,13,2,3,0.4,Low
47363,2,3,7,1,17.9,High
47364,9,8,6,9,4.733333333,Medium
47365,8,10,1,9,2.25,Medium
47366,26,11,4,2,0.953846154,Low
47367,17,4,2,7,1.964705882,Low
47368,5,9,5,1,6.7,High
47369,1,6,5,9,31.3,
47370,5,4,7,2,8.7,High
47371,17,18,1,6,-1.335294118,Low
47372,22,9,4,1,1.563636364,Low
47373,21,11,8,8,3.228571429,Medium
47374,9,16,3,5,1.633333333,Low
47375,12,18,6,9,1.9,Low
47376,3,17,2,4,7.6,High
47377,15,19,4,1,0.2,Low
47378,22,17,2,4,-1.036363636,Low
47379,11,4,3,8,3.427272727,Medium
47380,13,9,9,3,5.007692308,High
47381,26,11,8,2,2.953846154,Medium
47382,10,8,8,6,5.4,High
47383,25,6,6,1,3,Medium
47384,28,3,6,8,3.471428571,Medium
47385,1,6,9,6,33.3,
47386,4,14,3,6,6.2,High
47387,5,15,8,7,7,High
47388,21,5,5,1,2.928571429,Medium
47389,22,6,2,5,1.163636364,Low
47390,5,14,1,4,3.7,Medium
47391,9,6,3,7,3.633333333,Medium
47392,24,10,4,2,1.25,Low
47393,19,15,2,2,-0.421052632,Low
47394,17,3,8,3,5.164705882,High
47395,15,8,9,5,4.9,Medium
47396,15,14,3,6,0.7,Low
47397,28,4,1,1,0.771428571,Low
47398,4,13,3,5,6.4,High
47399,21,18,7,3,1.328571429,Low
47400,22,5,2,2,1.363636364,Low
47401,27,11,6,5,1.911111111,Low
47402,29,7,1,9,0.134482759,Low
47403,27,14,1,6,-1.188888889,Low
47404,17,8,8,2,4.164705882,Medium
47405,17,4,8,3,4.964705882,Medium
47406,21,12,1,2,-0.471428571,Low
47407,5,18,5,2,4.9,Medium
47408,5,5,8,8,9,High
47409,29,15,6,5,1.034482759,Low
47410,23,8,3,2,1.204347826,Low
47411,19,15,6,1,1.578947368,Low
47412,18,15,2,4,-0.333333333,Low
47413,19,12,5,4,1.678947368,Low
47414,4,14,1,8,5.2,High
47415,27,7,3,6,1.211111111,Low
47416,8,10,5,8,4.25,Medium
47417,18,18,6,7,1.066666667,Low
47418,23,9,5,5,2.004347826,Medium
47419,29,11,8,9,2.834482759,Medium
47420,21,8,2,8,0.828571429,Low
47421,7,1,5,7,6.585714286,High
47422,9,7,5,1,4.433333333,Medium
47423,12,5,4,1,3.5,Medium
47424,29,17,7,1,1.134482759,Low
47425,16,17,9,8,2.975,Medium
47426,23,15,8,2,2.304347826,Medium
47427,25,2,4,8,2.8,Medium
47428,17,3,3,5,2.664705882,Medium
47429,19,12,1,7,-0.321052632,Low
47430,23,12,3,7,0.404347826,Low
47431,20,8,1,2,0.4,Low
47432,6,17,8,2,5.6,High
47433,27,8,5,6,2.011111111,Medium
47434,17,11,1,6,0.064705882,Low
47435,26,13,3,3,0.053846154,Low
47436,16,8,7,1,3.775,Medium
47437,22,1,3,5,2.663636364,Medium
47438,15,7,8,4,4.6,Medium
47439,12,2,9,2,6.6,High
47440,27,7,7,8,3.211111111,Medium
47441,6,4,3,8,5.7,High
47442,19,18,4,1,-0.021052632,Low
47443,20,17,3,5,-0.4,Low
47444,12,13,2,2,0.9,Low
47445,27,9,1,7,-0.188888889,Low
47446,10,11,9,2,5.3,High
47447,9,7,3,9,3.433333333,Medium
47448,27,15,4,5,0.111111111,Low
47449,21,16,7,6,1.728571429,Low
47450,17,14,9,9,3.464705882,Medium
47451,22,17,4,2,-0.036363636,Low
47452,4,19,4,8,5.7,High
47453,4,16,4,9,6.3,High
47454,24,3,2,6,1.65,Low
47455,25,14,6,7,1.4,Low
47456,5,6,4,6,6.8,High
47457,7,13,1,9,2.185714286,Medium
47458,29,13,6,2,1.434482759,Low
47459,24,19,6,3,0.45,Low
47460,18,5,5,9,3.166666667,Medium
47461,12,17,9,1,3.6,Medium
47462,28,8,1,6,-0.028571429,Low
47463,16,17,6,8,1.475,Low
47464,12,1,2,8,3.3,Medium
47465,21,9,1,4,0.128571429,Low
47466,15,1,7,4,5.3,High
47467,14,2,1,1,2.242857143,Medium
47468,28,11,6,1,1.871428571,Low
47469,22,2,8,8,4.963636364,Medium
47470,29,1,4,7,2.834482759,Medium
47471,11,18,6,7,2.127272727,Medium
47472,29,13,7,3,1.934482759,Low
47473,22,18,7,9,1.263636364,Low
47474,9,11,6,4,4.133333333,Medium
47475,8,17,1,3,0.85,Low
47476,25,13,2,5,-0.4,Low
47477,29,11,9,9,3.334482759,Medium
47478,6,1,7,6,8.3,High
47479,12,8,6,4,3.9,Medium
47480,4,1,9,8,11.8,High
47481,13,18,2,1,-0.292307692,Low
47482,29,6,3,2,1.334482759,Low
47483,19,12,7,5,2.678947368,Medium
47484,29,13,5,2,0.934482759,Low
47485,9,10,7,1,4.833333333,Medium
47486,28,7,2,9,0.671428571,Low
47487,23,6,2,4,1.104347826,Low
47488,18,6,6,2,3.466666667,Medium
47489,21,19,8,8,1.628571429,Low
47490,17,8,7,3,3.664705882,Medium
47491,6,11,7,2,6.3,High
47492,9,8,1,4,2.233333333,Medium
47493,7,1,9,8,8.585714286,High
47494,25,10,6,9,2.2,Medium
47495,13,2,9,1,6.407692308,High
47496,8,18,7,6,3.65,Medium
47497,12,8,7,9,4.4,Medium
47498,22,16,6,1,1.163636364,Low
47499,29,8,5,7,1.934482759,Low
47500,20,19,5,8,0.2,Low
47501,2,8,3,8,14.9,High
47502,14,17,2,4,-0.257142857,Low
47503,16,9,7,7,3.575,Medium
47504,12,19,1,3,-0.8,Low
47505,10,8,8,5,5.4,High
47506,17,9,4,6,1.964705882,Low
47507,16,18,2,5,-0.725,Low
47508,16,2,5,9,3.975,Medium
47509,2,10,3,3,14.5,High
47510,12,17,4,5,1.1,Low
47511,1,13,5,2,29.9,
47512,21,10,8,3,3.428571429,Medium
47513,28,1,1,5,1.371428571,Low
47514,11,6,2,3,2.527272727,Medium
47515,7,8,4,1,4.685714286,Medium
47516,14,6,8,5,4.942857143,Medium
47517,16,11,7,7,3.175,Medium
47518,26,19,7,2,0.853846154,Low
47519,23,11,8,2,3.104347826,Medium
47520,29,3,2,5,1.434482759,Low
47521,10,17,1,3,0.1,Low
47522,8,2,1,3,3.85,Medium
47523,1,8,5,2,30.9,
47524,1,13,1,2,27.9,
47525,1,14,5,2,29.7,
47526,23,3,8,5,4.704347826,Medium
47527,2,3,7,4,17.9,High
47528,19,3,4,6,2.978947368,Medium
47529,10,4,7,7,5.7,High
47530,18,12,7,3,2.766666667,Medium
47531,23,15,4,9,0.304347826,Low
47532,10,16,7,7,3.3,Medium
47533,25,14,6,5,1.4,Low
47534,3,4,5,8,11.7,High
47535,23,5,5,5,2.804347826,Medium
47536,2,8,2,6,14.4,High
47537,18,7,5,3,2.766666667,Medium
47538,1,3,2,4,30.4,
47539,29,1,6,9,3.834482759,Medium
47540,27,7,4,1,1.711111111,Low
47541,5,5,7,2,8.5,High
47542,27,14,6,5,1.311111111,Low
47543,21,18,6,4,0.828571429,Low
47544,25,12,4,7,0.8,Low
47545,22,2,7,8,4.463636364,Medium
47546,13,11,6,8,3.107692308,Medium
47547,7,8,1,5,3.185714286,Medium
47548,28,18,2,9,-1.528571429,Low
47549,13,19,3,4,0.007692308,Low
47550,10,15,4,3,2,Low
47551,23,12,9,5,3.404347826,Medium
47552,14,5,2,3,2.142857143,Medium
47553,21,19,1,4,-1.871428571,Low
47554,28,1,3,9,2.371428571,Medium
47555,21,8,1,9,0.328571429,Low
47556,16,3,7,3,4.775,Medium
47557,16,3,8,5,5.275,High
47558,3,16,8,5,10.8,High
47559,16,4,4,4,3.075,Medium
47560,29,11,4,2,0.834482759,Low
47561,21,18,1,1,-1.671428571,Low
47562,12,6,6,6,4.3,Medium
47563,24,8,6,3,2.65,Medium
47564,20,1,2,3,2.3,Medium
47565,24,16,1,4,-1.45,Low
47566,7,1,2,3,5.085714286,High
47567,28,12,2,6,-0.328571429,Low
47568,12,3,2,1,2.9,Medium
47569,8,17,2,1,1.35,Low
47570,2,12,1,8,13.1,High
47571,20,4,7,2,4.2,Medium
47572,22,1,2,3,2.163636364,Medium
47573,29,9,2,2,0.234482759,Low
47574,25,10,6,2,2.2,Medium
47575,1,8,2,3,29.4,
47576,16,18,8,2,2.275,Medium
47577,23,6,5,7,2.604347826,Medium
47578,17,11,8,3,3.564705882,Medium
47579,1,9,1,6,28.7,
47580,2,3,1,7,14.9,High
47581,14,12,5,3,2.242857143,Medium
47582,14,3,8,9,5.542857143,High
47583,9,12,8,1,4.933333333,Medium
47584,9,12,4,3,2.933333333,Medium
47585,10,12,4,7,2.6,Medium
47586,22,17,9,6,2.463636364,Medium
47587,29,11,7,5,2.334482759,Medium
47588,23,15,8,6,2.304347826,Medium
47589,3,16,7,3,10.3,High
47590,15,12,3,4,1.1,Low
47591,12,18,6,6,1.9,Low
47592,25,1,2,2,2,Low
47593,4,16,8,4,8.3,High
47594,11,8,5,6,3.627272727,Medium
47595,25,4,5,5,2.9,Medium
47596,4,12,9,5,9.6,High
47597,28,15,7,8,1.571428571,Low
47598,23,4,8,2,4.504347826,Medium
47599,1,2,4,7,31.6,
47600,6,18,3,6,2.9,Medium
47601,10,8,7,5,4.9,Medium
47602,27,9,6,3,2.311111111,Medium
47603,13,13,8,6,3.707692308,Medium
47604,29,3,4,2,2.434482759,Medium
47605,18,9,9,2,4.366666667,Medium
47606,28,17,5,1,0.171428571,Low
47607,20,12,6,8,2.1,Medium
47608,9,19,5,6,2.033333333,Medium
47609,11,5,9,1,6.227272727,High
47610,25,4,6,2,3.4,Medium
47611,19,2,5,6,3.678947368,Medium
47612,6,14,2,6,3.2,Medium
47613,1,19,1,6,26.7,
47614,13,9,8,2,4.507692308,Medium
47615,11,14,7,5,3.427272727,Medium
47616,7,3,5,9,6.185714286,High
47617,18,14,6,2,1.866666667,Low
47618,4,18,1,9,4.4,Medium
47619,29,10,2,7,0.034482759,Low
47620,14,2,6,6,4.742857143,Medium
47621,19,6,6,3,3.378947368,Medium
47622,8,9,4,5,3.95,Medium
47623,11,17,6,4,2.327272727,Medium
47624,6,14,7,2,5.7,High
47625,9,14,3,8,2.033333333,Medium
47626,16,19,9,6,2.575,Medium
47627,22,8,1,7,0.263636364,Low
47628,20,14,7,6,2.2,Medium
47629,16,16,6,1,1.675,Low
47630,29,17,9,5,2.134482759,Medium
47631,20,1,3,6,2.8,Medium
47632,20,3,5,6,3.4,Medium
47633,10,9,3,2,2.7,Medium
47634,8,17,2,3,1.35,Low
47635,2,14,8,2,16.2,High
47636,26,17,5,9,0.253846154,Low
47637,25,17,3,6,-0.7,Low
47638,11,1,5,7,5.027272727,High
47639,9,15,7,7,3.833333333,Medium
47640,19,18,5,4,0.478947368,Low
47641,26,4,8,8,4.353846154,Medium
47642,17,2,7,1,4.864705882,Medium
47643,24,12,7,8,2.35,Medium
47644,11,1,9,3,7.027272727,High
47645,23,11,2,8,0.104347826,Low
47646,17,5,4,7,2.764705882,Medium
47647,18,16,6,2,1.466666667,Low
47648,25,16,6,9,1,Low
47649,23,5,3,5,1.804347826,Low
47650,19,4,6,3,3.778947368,Medium
47651,19,13,6,3,1.978947368,Low
47652,14,3,6,5,4.542857143,Medium
47653,9,19,6,9,2.533333333,Medium
47654,19,15,9,6,3.078947368,Medium
47655,1,17,3,5,28.1,
47656,8,19,4,9,1.95,Low
47657,5,10,4,9,6,High
47658,26,9,2,8,0.353846154,Low
47659,9,11,4,8,3.133333333,Medium
47660,29,4,2,6,1.234482759,Low
47661,11,19,5,7,1.427272727,Low
47662,9,14,7,4,4.033333333,Medium
47663,25,16,7,7,1.5,Low
47664,7,8,6,6,5.685714286,High
47665,13,13,8,4,3.707692308,Medium
47666,6,9,8,8,7.2,High
47667,7,1,8,1,8.085714286,High
47668,27,19,5,1,-0.188888889,Low
47669,12,3,2,9,2.9,Medium
47670,6,6,9,1,8.3,High
47671,28,4,1,7,0.771428571,Low
47672,18,10,8,8,3.666666667,Medium
47673,15,15,3,5,0.5,Low
47674,7,4,5,3,5.985714286,High
47675,7,14,5,9,3.985714286,Medium
47676,8,4,6,5,5.95,High
47677,23,16,1,2,-1.395652174,Low
47678,27,3,3,2,2.011111111,Medium
47679,14,4,3,6,2.842857143,Medium
47680,14,16,5,8,1.442857143,Low
47681,12,15,2,4,0.5,Low
47682,8,6,8,7,6.55,High
47683,25,11,1,4,-0.5,Low
47684,22,18,7,6,1.263636364,Low
47685,12,9,2,2,1.7,Low
47686,11,14,3,2,1.427272727,Low
47687,23,13,7,9,2.204347826,Medium
47688,29,3,5,4,2.934482759,Medium
47689,11,12,1,3,0.827272727,Low
47690,27,9,1,2,-0.188888889,Low
47691,21,17,8,4,2.028571429,Medium
47692,21,3,6,1,3.828571429,Medium
47693,1,14,1,3,27.7,
47694,22,10,8,1,3.363636364,Medium
47695,4,12,9,1,9.6,High
47696,13,6,1,2,1.607692308,Low
47697,12,14,9,1,4.2,Medium
